timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.06697346  0.04606474 -0.01155253  0.08164305]
 [ 0.00216761 -0.00020692  0.          0.        ]]",-0.459346,"[ 1.2167489   1.19209648  0.1110913  -0.23327226 -0.09361854  0.71517417
  0.29270778 -0.11299907  1.18099479 -0.41568295  0.        ]",[ 0.90645301 -0.20903954],[ 0.89825806 -0.16508265],[-0.58418494 -0.33875859],-0.229319857649
1,"[[ 0.10267126  0.0394884  -0.01155253  0.08164305]
 [ 3.55577886 -0.65524031  0.          0.        ]]",-0.366797,"[ 1.21257896  1.19250925  0.1635202  -0.24293725 -0.09361847  0.7151734
  0.35267519 -0.22668257  1.17670931 -0.37037616  0.        ]",[ 0.98349059 -0.21158618],[ 1.41730448 -0.84079687],[-0.58418494 -0.33875859],-0.226888251534
2,"[[  2.12784605e-01  -6.90449128e-03  -1.15525325e-02   8.16430494e-02]
 [  7.44261021e+00  -3.97298600e+00   0.00000000e+00   0.00000000e+00]]",-0.546557,"[ 1.18875222  1.19362193  0.32373883 -0.31116748 -0.09361841  0.71517263
  0.41826572 -0.80249011  1.15895014 -0.25075291  0.        ]",[ 1.07674444 -0.03775463],[ 1.19764016 -0.28373027],[-0.58418494 -0.33875859],-0.220283813062
3,"[[  0.39985449  -0.09686174  -0.01155253   0.08164305]
 [ 11.25170101  -5.01923824   0.           0.        ]]",-0.546804,"[ 1.11111998  1.18674084  0.58627284 -0.44327501 -0.09361834  0.71517186
  0.48254433 -0.98407017  1.10873198 -0.06132104  0.        ]",[ 1.12360251 -0.04249075],[ 1.72823092 -0.24789086],[-0.58418494 -0.33875859],-0.208889080251
4,"[[  6.62350262e-01  -2.06111241e-01  -1.15525325e-02   8.16430494e-02]
 [  1.49854622e+01  -5.90273552e+00   0.00000000e+00   0.00000000e+00]]",-0.585724,"[ 0.92841781  1.16243239  0.91895109 -0.6020652  -0.09361827  0.71517109
  0.54555169 -1.13740296  0.99105498  0.19587004  0.        ]",[ 1.10551953  0.01743746],[ 1.75098012 -0.18275108],[-0.58418494 -0.33875859],-0.191265205767
5,"[[  9.98780640e-01  -3.30264957e-01  -1.15525325e-02   8.16430494e-02]
 [  1.86454225e+01  -6.51055271e+00   0.00000000e+00   0.00000000e+00]]",-0.561664,"[ 0.58770656  1.11393426  1.25185258 -0.77805751 -0.0936182   0.71517032
  0.6073136  -1.2428899   0.76683935  0.48059645  0.        ]",[ 1.05991399  0.08889084],[ 0.89393924 -0.07355277],[-0.58418494 -0.33875859],-0.167611114861
6,"[[  1.40347476e+00  -4.62110529e-01  -1.15525325e-02   8.16430494e-02]
 [  2.18134844e+01  -6.67337953e+00   0.00000000e+00   0.00000000e+00]]",-0.329213,"[ 0.07119047  1.03893678  1.465918   -0.95685313 -0.09361814  0.71516955
  0.66077457 -1.27114679  0.41046793  0.71794385  0.        ]",[ 0.9830929   0.15426129],[ 0.56933182  0.27167481],[-0.58418494 -0.33875859],-0.140900004134
7,"[[  1.85801424e+00  -5.83455495e-01  -1.15525325e-02   8.16430494e-02]
 [  2.36344241e+01  -5.46506808e+00   0.00000000e+00   0.00000000e+00]]",-0.0141635,"[-0.54874431  0.94962172  1.42611702 -1.11141763 -0.09361807  0.71516878
  0.69150255 -1.0614379  -0.05805924  0.80941374  0.        ]",[ 0.86554599  0.00894293],[ 0.8423196   1.04233671],[-0.58418494 -0.33875859],-0.120449426918
8,"[[  2.35943705e+00  -6.51938324e-01  -1.15525325e-02   8.16430494e-02]
 [  2.64982800e+01  -1.39667965e+00   0.00000000e+00   0.00000000e+00]]",0.0918842,"[-1.13599293  0.89112782  1.05136972 -1.19352501 -0.093618    0.71516801
  0.73982988 -0.35535259 -0.59952267  0.66365     0.        ]",[ 0.79954839 -0.63719428],[ 1.45941441 -1.04358901],[-0.58418494 -0.33875859],-0.122877230194
9,"[[  2.92385509e+00  -7.19313493e-01  -1.15525325e-02   8.16430494e-02]
 [  2.99321962e+01  -5.32760775e+00   0.00000000e+00   0.00000000e+00]]",0.0446245,"[-1.50394923  0.82821433  0.33086105 -1.27022272 -0.09361794  0.71516724
  0.79777701 -1.03757972 -1.06336621  0.19778476  0.        ]",[ 0.62333393 -0.09008029],[ 0.97429589 -0.59071754],[-0.58418494 -0.33875859],-0.153905290264
10,"[[  3.55525066e+00  -8.48257256e-01  -1.15525325e-02   8.16430494e-02]
 [  3.31966060e+01  -7.55914463e+00   0.00000000e+00   0.00000000e+00]]",-0.00582334,"[-1.42024746  0.69403279 -0.58008754 -1.40446774 -0.09361787  0.71516647
  0.85286356 -1.42486898 -1.23576085 -0.50305108  0.        ]",[ 0.51255798  0.29042745],[ 1.29847154  0.90452685],[-0.58418494 -0.33875859],-0.195005825801
11,"[[  4.25229233e+00  -9.61974034e-01  -1.15525325e-02   8.16430494e-02]
 [  3.64965237e+01  -3.82477060e+00   0.00000000e+00   0.00000000e+00]]",0.017968,"[-0.77027545  0.56217774 -1.3083464  -1.50772082 -0.0936178   0.71516571
  0.90854921 -0.77675271 -1.00550344 -1.25702576  0.        ]",[ 0.57279932 -0.02916047],[ 0.08006766 -1.37001222],[-0.58418494 -0.33875859],-0.235016149909
12,"[[  4.97818100e+00  -1.07738820e+00  -1.15525325e-02   8.16430494e-02]
 [  3.60938246e+01  -7.70367985e+00   0.00000000e+00   0.00000000e+00]]",-0.0651563,"[ 0.20368287  0.41722162 -1.40987017 -1.59656982 -0.09361773  0.71516494
  0.90175241 -1.44994974 -0.40394818 -1.70335101  0.        ]",[ 0.65930212  0.64022392],[ 0.41992834 -0.01872525],[-0.58418494 -0.33875859],-0.257296798576
13,"[[  5.70958351e+00  -1.23062590e+00  -1.15525325e-02   8.16430494e-02]
 [  3.70433038e+01  -7.62025599e+00   0.00000000e+00   0.00000000e+00]]",-0.142944,"[ 0.99926502  0.21073962 -0.78748256 -1.68773115 -0.09361767  0.71516417
  0.91777387 -1.43546808  0.27248535 -1.62981527  0.        ]",[ 0.82534885  0.91195798],[ 0.73066825 -0.0762153 ],[-0.58418494 -0.33875859],-0.252838584374
14,"[[  6.47212757e+00  -1.38449084e+00  -1.15525325e-02   8.16430494e-02]
 [  3.92039729e+01  -7.76558237e+00   0.00000000e+00   0.00000000e+00]]",-0.260056,"[ 1.1953088  -0.00818546  0.28929618 -1.74656368 -0.0936176   0.7151634
  0.95423435 -1.46068675  0.75524757 -1.10670432  0.        ]",[ 0.93862665  1.15763903],[ 0.84636989  1.85339162],[-0.58418494 -0.33875859],-0.223203918273
15,"[[  7.28204116e+00  -1.49846824e+00  -1.15525325e-02   8.16430494e-02]
 [  4.17786690e+01  -3.64570759e+00   0.00000000e+00   0.00000000e+00]]",-0.0451712,"[ 0.58762301 -0.17481445  1.25190861 -1.7681682  -0.09361753  0.71516263
  0.9976815  -0.74566684  0.828552   -0.33300653  0.        ]",[ 1.01892269  0.85711759],[ 1.48215235  0.44119876],[-0.58418494 -0.33875859],-0.169840084167
16,"[[  8.14903438e+00  -1.55305642e+00  -1.15525325e-02   8.16430494e-02]
 [  4.49101448e+01  -1.81898946e+00   0.00000000e+00   0.00000000e+00]]",0.212768,"[-0.55908406 -0.25524336  1.42280105 -1.77177757 -0.09361746  0.71516186
  1.05052428 -0.42863288  0.37530533  0.32758316  0.        ]",[ 0.93212521  0.53075886],[ 1.20725824  0.84593926],[-0.58418494 -0.33875859],-0.0994273227309
17,"[[  9.07802515e+00  -1.55538115e+00  -1.15525325e-02   8.16430494e-02]
 [  4.79784853e+01   1.57541426e+00   0.00000000e+00   0.00000000e+00]]",0.422323,"[-1.45446132 -0.2586718   0.5133876  -1.77182904 -0.0936174   0.71516109
  1.10230146  0.16047851 -0.43254451  0.38463339  0.        ]",[ 0.77104485 -0.07854748],[ 0.00413035 -0.55631781],[-0.58418494 -0.33875859],-0.0731982019852
18,"[[  1.00282338e+01  -1.54618670e+00  -1.15525325e-02   8.16430494e-02]
 [  4.70456452e+01  -6.48622515e-01   0.00000000e+00   0.00000000e+00]]",0.376465,"[-1.29307345 -0.24511201 -0.82408834 -1.77155316 -0.09361733  0.71516032
  1.0865579  -0.22551152 -0.96797667 -0.32711582  0.        ]",[ 0.57632613  0.24042921],[ 0.38326939  0.97728232],[-0.58418494 -0.33875859],-0.144144123003
19,"[[  1.09750153e+01  -1.52010904e+00  -1.15525325e-02   8.16430494e-02]
 [  4.76302800e+01   3.24345531e+00   0.00000000e+00   0.00000000e+00]]",0.118456,"[-0.18665467 -0.20667408 -1.46132109 -1.77010411 -0.09361726  0.71515955
  1.09642202  0.44997374 -0.75692972 -1.23947395  0.        ]",[ 0.60967684  0.0278476 ],[ 0.81531416 -0.22921808],[-0.58418494 -0.33875859],-0.210455003035
20,"[[  1.19505273e+01  -1.46489327e+00  -1.15525325e-02   8.16430494e-02]
 [  4.99133629e+01   2.28147968e+00   0.00000000e+00   0.00000000e+00]]",-0.0323155,"[ 0.96665155 -0.12548713 -0.83905491 -1.76374684 -0.0936172   0.71515878
  1.13494768  0.28301872  0.08769974 -1.57924464  0.        ]",[ 0.87301302  0.12707447],[ 1.072299    0.11002797],[-0.58418494 -0.33875859],-0.238701952876
21,"[[  1.29785793e+01  -1.41523974e+00  -1.15525325e-02   8.16430494e-02]
 [  5.28819004e+01   2.68274041e+00   0.00000000e+00   0.00000000e+00]]",0.00149545,"[ 1.10439942 -0.05287746  0.60299735 -1.75422124 -0.09361713  0.71515801
  1.18504035  0.35265892  0.82912875 -0.89881751  0.        ]",[ 1.17456412 -0.13077712],[ 0.98761692  0.12083453],[-0.58418494 -0.33875859],-0.210696657838
22,"[[  1.40649178e+01  -1.35719922e+00  -1.15525325e-02   8.16430494e-02]
 [  5.57423619e+01   3.12005000e+00   0.00000000e+00   0.00000000e+00]]",0.211526,"[-0.05884145  0.03126995  1.48265501 -1.7385489  -0.09361706  0.71515724
  1.23330901  0.42855552  0.61997783  0.23139258  0.        ]",[ 1.17182887 -0.47252303],[ 1.51684099 -0.75095157],[-0.58418494 -0.33875859],-0.132020468205
23,"[[  1.52083993e+01  -1.32512189e+00  -1.15525325e-02   8.16430494e-02]
 [  5.85965286e+01   9.79681772e-02   0.00000000e+00   0.00000000e+00]]",0.402036,"[-1.36806381  0.07734199  0.71857386 -1.72780381 -0.09361699  0.71515647
  1.28147123 -0.09594004 -0.44394597  0.49487229  0.        ]",[ 0.87183964 -0.26751417],[ 1.10774729  1.35181671],[-0.58418494 -0.33875859],-0.0874770557505
24,"[[  1.64083846e+01  -1.28331130e+00  -1.15525325e-02   8.16430494e-02]
 [  6.13923194e+01   4.07005842e+00   0.00000000e+00   0.00000000e+00]]",0.318278,"[-1.21202492  0.13683248 -0.937662   -1.71159803 -0.09361693  0.7151557
  1.32864812  0.59343366 -1.09665602 -0.57050017  0.        ]",[ 0.7852143  -0.57070178],[ 1.08521235 -0.26824435],[-0.58418494 -0.33875859],-0.178564757258
25,"[[  1.76637294e+01  -1.21322134e+00  -1.15525325e-02   8.16430494e-02]
 [  6.41331200e+01   2.94286313e+00   0.00000000e+00   0.00000000e+00]]",0.0134538,"[ 0.35922044  0.2348686  -1.35374432 -1.67891991 -0.09361686  0.71515493
  1.37489681  0.39780339 -0.34339585 -1.6686869   0.        ]",[ 0.8841722  -0.24824589],[ 0.74773442  0.1225234 ],[-0.58418494 -0.33875859],-0.250744463257
26,"[[  1.89633294e+01  -1.14991621e+00  -1.15525325e-02   8.16430494e-02]
 [  6.58212057e+01   3.38624463e+00   0.00000000e+00   0.00000000e+00]]",0.0437921,"[ 1.2109283   0.32124875  0.17978345 -1.64358401 -0.09361679  0.71515416
  1.40338057  0.47475393  0.85705774 -1.10489523  0.        ]",[ 1.31179178 -0.53264487],[ 0.53770145 -0.80671446],[-0.58418494 -0.33875859],-0.234689805601
27,"[[  2.02880312e+01  -1.11474317e+00  -1.15525325e-02   8.16430494e-02]
 [  6.66465200e+01   1.41895860e-01   0.00000000e+00   0.00000000e+00]]",0.165921,"[ 0.02350377  0.36822079  1.47361424 -1.62161477 -0.09361673  0.71515339
  1.41730485 -0.08831836  0.6281667   0.358506    0.        ]",[ 1.26826406 -0.44058156],[ 1.69463211  0.004621  ],[-0.58418494 -0.33875859],-0.139294485012
28,"[[  2.16474314e+01  -1.11157901e+00  -1.15525325e-02   8.16430494e-02]
 [  6.92847155e+01   1.74643044e-01   0.00000000e+00   0.00000000e+00]]",0.437106,"[-1.45587451  0.37240757  0.50917719 -1.61955411 -0.09361666  0.71515262
  1.46182153 -0.08263486 -0.72566755  0.4180641   0.        ]",[ 0.92766631 -0.62924975],[ 1.18167234 -0.67829751],[-0.58418494 -0.33875859],-0.113303573495
29,"[[  2.30590840e+01  -1.13488295e+00  -1.15525325e-02   8.16430494e-02]
 [  7.18721654e+01  -2.49585594e+00   0.00000000e+00   0.00000000e+00]]",0.128826,"[-0.82250539  0.34141885 -1.27915413 -1.63438498 -0.09361659  0.71515185
  1.50548159 -0.54611297 -1.03422092 -1.08446262  0.        ]",[ 0.72883761 -0.06214219],[-0.13733254  1.847442  ],[-0.58418494 -0.33875859],-0.218276734815
30,"[[  2.44768040e+01  -1.14437053e+00  -1.15525325e-02   8.16430494e-02]
 [  6.99060179e+01   1.53349602e+00   0.00000000e+00   0.00000000e+00]]",0.0268379,"[ 0.93383958  0.32870462 -0.88660137 -1.64021343 -0.09361652  0.71515108
  1.4722993   0.15320169  0.24636728 -1.67572166  0.        ]",[ 1.11734629 -0.25056016],[ 1.33273536 -0.21025121],[-0.58418494 -0.33875859],-0.258264070072
31,"[[  2.59007436e+01  -1.12216741e+00  -1.15525325e-02   8.16430494e-02]
 [  7.24794372e+01   6.89835223e-01   0.00000000e+00   0.00000000e+00]]",0.0645906,"[ 0.832989    0.35836984  1.03646804 -1.6263711  -0.09361646  0.71515031
  1.51572246  0.00677991  0.97596787 -0.33341831  0.        ]",[ 1.38899803 -0.47078335],[ 1.29534663 -0.21335429],[-0.58418494 -0.33875859],-0.193320728591
32,"[[  2.73756452e+01  -1.11678028e+00  -1.15525325e-02   8.16430494e-02]
 [  7.50024001e+01  -1.48093227e-01   0.00000000e+00   0.00000000e+00]]",0.407191,"[-1.01641748  0.36552028  1.16590602 -1.62291061 -0.09361639  0.71514954
  1.55829388 -0.13864699 -0.17109934  0.65086813  0.        ]",[ 1.11914897 -0.55546719],[ 0.73463622  1.20111502],[-0.58418494 -0.33875859],-0.0959710209539
33,"[[  2.88899525e+01  -1.07976676e+00  -1.15525325e-02   8.16430494e-02]
 [  7.64231935e+01   3.83623644e+00   0.00000000e+00   0.00000000e+00]]",0.271701,"[-1.28347528  0.41413221 -0.83878664 -1.59812743 -0.09361632  0.71514877
  1.58226593  0.55285487 -1.16734064 -0.60144622  0.        ]",[ 0.90162909 -0.81890696],[ 0.84983911 -0.28328934],[-0.58418494 -0.33875859],-0.191053813154
34,"[[  3.04369674e+01  -1.01483912e+00  -1.15525325e-02   8.16430494e-02]
 [  7.82722570e+01   2.66048256e+00   0.00000000e+00   0.00000000e+00]]",0.0226514,"[ 0.61053758  0.49706423 -1.21091787 -1.55038672 -0.09361625  0.715148
  1.61346483  0.34879592 -0.01672223 -1.77797272  0.        ]",[ 1.11380506 -0.40666449],[ 1.12683541  0.00418499],[-0.58418494 -0.33875859],-0.265866998813
35,"[[  3.20265590e+01  -9.61770364e-01  -1.15525325e-02   8.16430494e-02]
 [  8.06788804e+01   2.64653637e+00   0.00000000e+00   0.00000000e+00]]",0.050413,"[ 0.97078664  0.56242762  0.85764295 -1.50744492 -0.09361619  0.71514723
  1.65407229  0.34637521  1.03701009 -0.41296939  0.        ]",[ 1.50438106 -0.87427169],[ 2.43053934  0.07529195],[-0.58418494 -0.33875859],-0.206348894311
36,"[[  3.36638036e+01  -9.06147629e-01  -1.15525325e-02   8.16430494e-02]
 [  8.30377013e+01   2.91490607e+00   0.00000000e+00   0.00000000e+00]]",0.409259,"[-1.02176901  0.62838332  1.1613272  -1.45879291 -0.09361612  0.71514646
  1.69387276  0.39295201 -0.30827928  0.70144279  0.        ]",[ 1.22749591 -1.21641684],[ 1.27173614 -0.20875258],[-0.58418494 -0.33875859],-0.106671795058
37,"[[  3.53477604e+01  -8.56492058e-01  -1.15525325e-02   8.16430494e-02]
 [  8.53503584e+01   2.05357635e+00   0.00000000e+00   0.00000000e+00]]",0.0324533,"[-1.12809729  0.68489174 -1.03492432 -1.41232971 -0.09361605  0.71514569
  1.73289389  0.24346295 -1.16808649 -0.97344424  0.        ]",[ 0.93404174 -0.78977603],[ 1.0187479  -0.78173038],[-0.58418494 -0.33875859],-0.222624882156
38,"[[  3.70775276e+01  -8.46650322e-01  -1.15525325e-02   8.16430494e-02]
 [  8.76190945e+01  -1.05884880e+00   0.00000000e+00   0.00000000e+00]]",0.0386025,"[ 0.96206629  0.69581259 -0.84594907 -1.40278926 -0.09361599  0.71514492
  1.77117352 -0.29671699  0.47775059 -1.67268676  0.        ]",[ 1.33883703 -0.39377588],[ 0.89387152  0.16821014],[-0.58418494 -0.33875859],-0.270163775552
39,"[[  3.88480046e+01  -8.60685241e-01  -1.15525325e-02   8.16430494e-02]
 [  8.94225366e+01  -3.46785320e-01   0.00000000e+00   0.00000000e+00]]",0.127845,"[ 0.40603341  0.68020854  1.35723977 -1.41635461 -0.09361592  0.71514415
  1.80160106 -0.17313387  0.80280905  0.28028072  0.        ]",[ 1.50647783 -0.78244323],[-0.27243928 -1.77816264],[-0.58418494 -0.33875859],-0.163163398206
40,"[[  4.06079135e+01  -9.07011035e-01  -1.15525325e-02   8.16430494e-02]
 [  8.65781866e+01  -4.27283097e+00   0.00000000e+00   0.00000000e+00]]",0.420211,"[-1.49930832  0.62737765  0.3524912  -1.45956347 -0.09361585  0.71514339
  1.75359781 -0.85452265 -0.94557759  0.28372685  0.        ]",[ 0.97633588 -0.38154274],[ 0.57934968 -0.20947919],[-0.58418494 -0.33875859],-0.138051166328
41,"[[  4.23453202e+01  -9.99679134e-01  -1.15525325e-02   8.16430494e-02]
 [  8.71606444e+01  -4.99122683e+00   0.00000000e+00   0.00000000e+00]]",0.0411727,"[-0.24946051  0.51596364 -1.45840394 -1.53845138 -0.09361578  0.71514262
  1.76342156 -0.97920341 -0.70188588 -1.57400328  0.        ]",[ 0.88656557  0.10199235],[ 1.24871831 -0.39252521],[-0.58418494 -0.33875859],-0.251786199695
42,"[[  4.41109700e+01  -1.11382380e+00  -1.15525325e-02   8.16430494e-02]
 [  8.93971022e+01  -6.41790446e+00   0.00000000e+00   0.00000000e+00]]",-0.0504494,"[ 1.20844924  0.36943035  0.20158377 -1.62096179 -0.09361572  0.71514185
  1.80115604 -1.22681012  0.88465747 -1.07486965  0.        ]",[ 1.35038769  0.48194623],[ 1.12657609  0.69751182],[-0.58418494 -0.33875859],-0.234895161965
43,"[[  4.59208971e+01  -1.21287954e+00  -1.15525325e-02   8.16430494e-02]
 [  9.15880443e+01  -3.49689748e+00   0.00000000e+00   0.00000000e+00]]",0.378239,"[-0.6538621   0.23533124  1.3879116  -1.67867299 -0.09361565  0.71514108
  1.8381221  -0.71985034  0.19872345  0.5752256   0.        ]",[ 1.24485528  0.03997457],[ 0.99857149  1.3770825 ],[-0.58418494 -0.33875859],-0.10256443549
44,"[[  4.77741280e+01  -1.24205123e+00  -1.15525325e-02   8.16430494e-02]
 [  9.37274272e+01   5.66523723e-01   0.00000000e+00   0.00000000e+00]]",0.45339,"[-1.2552531   0.19481322 -0.87993038 -1.69311275 -0.09361558  0.71514031
  1.87421776 -0.01461797 -1.11230981 -0.53862626  0.        ]",[ 0.87938547 -0.35625494],[ 1.32314975 -0.71307943],[-0.58418494 -0.33875859],-0.178654806579
45,"[[  4.96697825e+01  -1.25880044e+00  -1.15525325e-02   8.16430494e-02]
 [  9.58313801e+01  -2.23180454e+00   0.00000000e+00   0.00000000e+00]]",0.0679327,"[ 0.98246332  0.17136399 -0.81464646 -1.7008668  -0.09361551  0.71513954
  1.90971518 -0.50028538  0.23286826 -1.63268227  0.        ]",[ 1.17391407  0.21034877],[ 0.15748565 -0.97639058],[-0.58418494 -0.33875859],-0.25151322079
46,"[[  5.15736750e+01  -1.34140107e+00  -1.15525325e-02   8.16430494e-02]
 [  9.45625642e+01  -6.01567396e+00   0.00000000e+00   0.00000000e+00]]",0.0954543,"[ 0.19944588  0.05399132  1.43596301 -1.73334288 -0.09361545  0.71513877
  1.88829809 -1.15699866  0.73934401  0.0812307   0.        ]",[ 1.3280586   0.66855729],[ 1.51906147  1.58729053],[-0.58418494 -0.33875859],-0.147881740579
47,"[[  5.34858857e+01  -1.42040933e+00  -1.15525325e-02   8.16430494e-02]
 [  9.66510526e+01  -1.89848302e+00   0.00000000e+00   0.00000000e+00]]",0.576624,"[-1.53220299 -0.06042792 -0.10361876 -1.75526866 -0.09361538  0.715138
  1.92353431 -0.44243312 -0.83342039  0.12383765  0.        ]",[ 0.89918172  0.01008725],[ 0.90509895  0.03190354],[-0.58418494 -0.33875859],-0.114488222043
48,"[[  5.54356709e+01  -1.45633087e+00  -1.15525325e-02   8.16430494e-02]
 [  9.83218903e+01  -1.69408045e+00   0.00000000e+00   0.00000000e+00]]",0.193454,"[ 0.45079587 -0.11294846 -1.30984199 -1.76224004 -0.09361531  0.71513723
  1.95172249 -0.40695738 -0.37228922 -1.54894253  0.        ]",[ 0.93915999  0.44650632],[ 0.85786939 -0.96415107],[-0.58418494 -0.33875859],-0.233816747248
49,"[[  5.74166835e+01  -1.52775998e+00  -1.15525325e-02   8.16430494e-02]
 [  9.97750561e+01  -5.43610408e+00   0.00000000e+00   0.00000000e+00]]",0.0489772,"[ 0.73244576 -0.21796362  1.13721555 -1.77049888 -0.09361525  0.71513646
  1.97623725 -1.05640899  0.8338238  -0.48441161  0.        ]",[ 1.33768272  0.89353359],[ 0.76351656  0.09224994],[-0.58418494 -0.33875859],-0.178596653594
